Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2018-02-15,26,26,0,9,6,20,16,0,2,0,25,0,0.0741,0.9259,0.0845,0.1408,0.7746,4,27,0,14,7666,0
2018-02-16,26,26,0,8,6,18,14,0,5,0,15,0,0.25,0.75,0.0566,0.2453,0.6981,3,20,0,14,7691,0
2018-02-17,26,26,0,3,1,18,14,0,0,0,0,0,0,0,0.8571,0,0.1429,2,0,0,14,7693,0
2018-02-18,26,26,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7693,0
2018-02-19,26,26,0,12,4,16,10,5,0,0,13,0.2778,0,0.7222,0.3651,0.0952,0.5397,7,18,0,14,7730,0
2018-02-20,26,26,0,9,6,16,12,5,0,0,23,0.1786,0,0.8214,0.3529,0,0.6471,8,28,0,14,7773,0
2018-02-21,26,26,0,12,6,14,12,10,0,0,17,0.3704,0,0.6296,0.5373,0.0149,0.4478,3,27,0,14,7805,0
2018-02-22,26,26,0,11,8,16,13,0,0,0,27,0,0,1,0.069,0.0172,0.9138,5,27,0,14,7837,0
2018-02-23,26,26,0,12,6,17,13,2,0,0,22,0.0833,0,0.9167,0.2714,0,0.7286,8,24,0,14,7868,0
2018-02-24,26,26,0,9,3,17,13,2,0,0,3,0.4,0,0.6,0.5,0,0.5,1,5,0,14,7876,0
2018-02-25,26,26,0,7,3,17,13,1,0,0,3,0.25,0,0.75,0.3571,0,0.6429,0,4,0,14,7880,0
2018-02-26,26,26,0,16,8,17,14,1,0,0,28,0.0345,0,0.9655,0.3578,0,0.6422,11,29,0,14,7925,0
2018-02-27,26,26,0,13,10,18,16,1,0,0,53,0.0185,0,0.9815,0.1284,0.0092,0.8624,7,54,0,14,7988,0
2018-02-28,26,26,0,17,6,20,16,4,0,0,19,0.1739,0,0.8261,0.5976,0.0366,0.3659,5,23,0,14,8021,0
2018-03-01,26,26,0,12,8,20,16,1,0,0,22,0.0435,0,0.9565,0.2258,0,0.7742,8,23,0,14,8053,0
2018-03-02,26,26,0,10,5,20,16,1,0,0,9,0.1,0,0.9,0.2414,0,0.7586,3,10,0,14,8067,0
2018-03-03,26,26,0,8,3,20,15,0,0,0,6,0,0,1,0.0909,0.4545,0.4545,1,6,0,14,8075,0
2018-03-04,26,26,0,8,5,20,14,0,6,0,14,0,0.3,0.7,0.122,0.4878,0.3902,2,20,0,14,8099,0
2018-03-05,26,26,0,12,10,19,14,1,3,0,39,0.0233,0.0698,0.907,0.0989,0.1868,0.7143,7,43,0,14,8161,0
2018-03-06,26,26,0,10,5,18,14,0,0,0,13,0,0,1,0.1471,0.0294,0.8235,2,13,0,14,8178,0
2018-03-07,26,26,0,13,8,19,15,9,0,0,16,0.36,0,0.64,0.5918,0,0.4082,11,25,0,14,8217,0
2018-03-08,26,26,0,15,10,19,16,2,0,0,35,0.0541,0,0.9459,0.2308,0.011,0.7582,8,37,0,14,8262,0
2018-03-09,26,26,0,12,10,18,15,0,0,0,37,0,0,1,0.0886,0,0.9114,5,37,0,14,8304,0
2018-03-10,26,26,0,4,2,18,15,0,0,0,2,0,0,1,0.4286,0.1429,0.4286,0,2,0,14,8306,0
2018-03-11,26,26,0,3,3,18,15,0,0,0,3,0,0,1,0,0,1,0,3,0,14,8309,0
2018-03-12,26,26,0,13,7,18,16,12,0,0,16,0.4286,0,0.5714,0.5238,0,0.4762,5,28,0,14,8347,0
2018-03-13,26,26,0,12,6,18,16,2,0,0,21,0.087,0,0.913,0.4304,0,0.5696,6,23,0,15,8381,0
2018-03-14,26,26,0,13,7,18,16,3,0,0,14,0.1765,0,0.8235,0.4242,0,0.5758,4,17,0,15,8405,0
2018-03-15,26,26,0,14,11,18,15,17,0,0,14,0.5484,0,0.4516,0.4831,0.0337,0.4831,2,31,0,15,8449,0
2018-03-16,26,26,0,14,7,19,15,1,0,0,24,0.04,0,0.96,0.4643,0,0.5357,5,25,0,15,8484,0
2018-03-17,26,26,0,10,9,19,17,7,0,0,23,0.2333,0,0.7667,0.1622,0,0.8378,6,30,0,15,8520,0
2018-03-18,26,26,0,4,0,19,17,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,15,8520,0
2018-03-19,26,26,0,13,7,19,17,1,0,0,10,0.0909,0,0.9091,0.52,0.02,0.46,5,11,0,15,8544,0
2018-03-20,26,26,0,15,9,20,16,3,0,0,23,0.1154,0,0.8846,0.4824,0.0118,0.5059,2,26,0,15,8574,0
2018-03-21,26,26,0,13,10,20,17,2,3,0,22,0.0741,0.1111,0.8148,0.1791,0.2985,0.5224,2,27,0,15,8604,0
2018-03-22,26,26,0,17,13,20,18,14,0,0,118,0.1061,0,0.8939,0.3067,0.0133,0.68,12,132,0,15,8758,0
2018-03-23,26,26,0,16,11,20,18,3,2,0,66,0.0423,0.0282,0.9296,0.2547,0.1056,0.6398,6,71,0,15,8841,0
2018-03-24,26,26,0,9,2,20,18,0,0,0,3,0,0,1,0.4444,0.1667,0.3889,0,3,0,15,8844,0
2018-03-25,26,26,0,5,0,20,18,0,0,0,0,0,0,0,0.6667,0.1111,0.2222,0,0,0,15,8844,0
2018-03-26,26,26,0,18,11,20,18,3,0,0,48,0.0588,0,0.9412,0.2381,0.0068,0.7551,12,51,0,15,8914,0
2018-03-27,26,26,0,17,12,19,18,5,2,0,24,0.1613,0.0645,0.7742,0.4255,0.1418,0.4326,8,31,0,15,8961,0
2018-03-28,26,26,0,16,13,19,18,6,1,0,49,0.1071,0.0179,0.875,0.2395,0.0359,0.7246,39,56,0,15,9058,0
2018-03-29,26,26,0,19,10,19,17,6,1,0,47,0.1111,0.0185,0.8704,0.2782,0.0075,0.7143,7,54,0,15,9125,0
2018-03-30,26,26,0,14,10,19,15,3,0,0,31,0.0882,0,0.9118,0.3772,0.0088,0.614,9,34,0,15,9176,0
2018-03-31,26,26,0,6,3,19,15,1,0,0,3,0.25,0,0.75,0.5833,0,0.4167,0,4,0,15,9180,0
2018-04-01,26,26,0,11,6,19,15,9,6,0,21,0.25,0.1667,0.5833,0.3553,0.2237,0.4211,5,36,0,15,9221,0
2018-04-02,26,26,0,16,11,19,16,3,5,0,28,0.0833,0.1389,0.7778,0.2549,0.1667,0.5784,6,36,0,15,9275,0
2018-04-03,26,26,0,16,15,20,18,3,6,0,61,0.0429,0.0857,0.8714,0.1942,0.0216,0.7842,12,70,0,15,9362,0
2018-04-04,26,26,0,17,11,20,18,8,0,0,18,0.3077,0,0.6923,0.4,0.0133,0.5867,4,26,0,15,9397,0
2018-04-05,26,26,0,15,9,18,17,0,17,0,16,0,0.5152,0.4848,0.2326,0.1395,0.6279,0,33,0,15,9431,0
2018-04-06,26,26,0,13,9,18,17,3,0,0,27,0.1,0,0.9,0.2958,0.0141,0.6901,6,30,0,15,9469,0
2018-04-07,26,26,0,10,6,18,17,1,0,0,14,0.0667,0,0.9333,0.3261,0.0652,0.6087,0,15,0,15,9488,0
2018-04-08,26,26,0,9,7,18,17,2,0,0,23,0.08,0,0.92,0.0938,0,0.9063,3,25,0,15,9516,0
2018-04-09,26,26,0,13,9,18,17,1,2,0,32,0.0286,0.0571,0.9143,0.1159,0.0725,0.8116,7,35,0,15,9560,0
2018-04-10,26,26,0,11,7,18,16,2,9,0,8,0.1053,0.4737,0.4211,0.1429,0.2143,0.6429,3,19,0,15,9582,0
2018-04-11,26,26,0,12,9,17,14,5,1,0,37,0.1163,0.0233,0.8605,0.1869,0.0093,0.8037,16,43,0,15,9643,0
2018-04-12,26,26,0,10,10,16,14,0,0,0,14,0,0,1,0.2093,0,0.7907,12,14,0,15,9669,0
2018-04-13,26,26,0,13,10,16,14,10,0,0,45,0.1818,0,0.8182,0.3621,0,0.6379,9,55,0,15,9735,0
2018-04-14,26,26,0,14,9,17,16,2,0,0,17,0.1053,0,0.8947,0.3846,0,0.6154,1,19,0,15,9754,0
2018-04-15,26,26,0,6,2,17,16,0,0,0,13,0,0,1,0.1875,0,0.8125,6,13,0,15,9773,0
2018-04-16,26,26,0,14,13,17,15,5,0,0,48,0.0943,0,0.9057,0.2635,0,0.7365,18,53,0,15,9852,0
2018-04-17,26,26,0,16,9,17,15,0,9,0,42,0,0.1765,0.8235,0.1656,0.2209,0.6135,20,51,0,15,9925,0
2018-04-18,26,26,0,15,10,18,15,5,6,0,35,0.1087,0.1304,0.7609,0.2205,0.126,0.6535,11,46,0,15,9987,0
2018-04-19,26,26,0,11,9,18,15,1,5,0,26,0.0313,0.1563,0.8125,0.0575,0.2644,0.6782,12,32,0,15,10033,0
2018-04-20,26,26,0,18,14,18,15,3,14,0,43,0.05,0.2333,0.7167,0.1646,0.2439,0.5915,32,60,0,15,10127,0
2018-04-21,26,26,0,7,6,18,15,1,0,0,19,0.05,0,0.95,0.0652,0.0217,0.913,5,20,0,15,10152,0
2018-04-22,26,26,0,13,8,18,15,5,7,0,9,0.2381,0.3333,0.4286,0.4805,0.2597,0.2597,4,21,0,15,10182,0
2018-04-23,26,26,0,15,13,18,16,9,1,0,42,0.1731,0.0192,0.8077,0.1759,0.1204,0.7037,4,52,0,15,10242,0
2018-04-24,26,26,0,16,8,18,16,4,0,0,25,0.1379,0,0.8621,0.4545,0.0455,0.5,12,29,0,15,10289,0
2018-04-25,26,26,0,14,9,19,16,0,3,0,42,0,0.0667,0.9333,0.3154,0.0231,0.6615,7,45,0,15,10379,0
2018-04-26,26,26,0,15,12,19,17,0,1,0,24,0,0.04,0.96,0.2125,0.05,0.7375,13,25,0,15,10417,0
2018-04-27,26,26,0,12,11,18,16,2,0,0,30,0.0625,0,0.9375,0.2747,0,0.7253,6,32,0,15,10468,0
2018-04-28,26,26,0,16,10,19,16,17,0,0,31,0.3542,0,0.6458,0.518,0,0.482,1,48,0,15,10517,0
2018-04-29,26,26,0,16,10,19,16,7,6,0,19,0.2188,0.1875,0.5938,0.5508,0.0508,0.3983,10,32,0,15,10561,0
2018-04-30,26,26,0,20,10,20,16,4,0,0,66,0.0571,0,0.9429,0.321,0.0123,0.6667,5,70,0,15,10646,0
2018-05-01,26,26,0,17,12,20,17,2,0,0,40,0.0476,0,0.9524,0.3478,0,0.6522,10,42,0,15,10706,0
2018-05-02,26,26,0,13,9,20,17,1,5,0,83,0.0112,0.0562,0.9326,0.1462,0.0468,0.807,6,89,0,15,10803,0
2018-05-03,26,26,0,17,15,20,18,18,6,0,29,0.3396,0.1132,0.5472,0.4674,0.1087,0.4239,24,53,0,15,10884,0
2018-05-04,26,26,0,19,12,20,19,2,3,0,19,0.0833,0.125,0.7917,0.4787,0.1064,0.4149,2,24,0,15,10912,0
2018-05-05,26,26,0,18,10,20,18,29,0,0,31,0.4833,0,0.5167,0.6625,0.0188,0.3188,4,60,0,15,10986,0
2018-05-06,26,26,0,15,11,20,18,13,2,0,27,0.3095,0.0476,0.6429,0.4068,0.0508,0.5424,10,42,0,15,11046,0
2018-05-07,26,26,0,17,14,19,18,29,4,0,24,0.5088,0.0702,0.4211,0.645,0.0977,0.2573,23,57,0,15,11154,0
2018-05-08,26,26,0,18,15,19,18,10,13,0,63,0.1163,0.1512,0.7326,0.3971,0.1264,0.4765,8,86,0,15,11257,0
2018-05-09,26,26,0,18,15,20,19,7,11,0,98,0.0603,0.0948,0.8448,0.2276,0.0935,0.6789,15,116,0,15,11407,0
2018-05-10,26,26,0,17,14,20,19,23,2,0,52,0.2987,0.026,0.6753,0.3739,0.0946,0.5315,11,77,0,15,11519,0
2018-05-11,26,26,0,19,14,20,20,14,16,0,32,0.2258,0.2581,0.5161,0.4225,0.1818,0.3957,10,62,0,15,11597,0
2018-05-12,26,26,0,18,11,21,21,13,0,0,21,0.3824,0,0.6176,0.5227,0,0.4773,3,34,0,15,11639,0
2018-05-13,26,26,0,17,10,21,21,16,0,0,35,0.3137,0,0.6863,0.5688,0.0092,0.422,2,51,0,15,11698,0
2018-05-14,26,26,0,17,13,21,21,15,6,0,188,0.0718,0.0287,0.8995,0.2186,0.0606,0.7208,19,209,0,15,11950,0
2018-05-15,26,26,0,19,12,22,21,19,0,0,49,0.2794,0,0.7206,0.5826,0.0087,0.4087,12,68,0,15,12039,0
2018-05-16,26,26,0,17,13,22,19,19,4,0,98,0.157,0.0331,0.8099,0.3473,0.0719,0.5808,20,121,0,17,12190,0
2018-05-17,26,26,0,20,17,22,19,23,6,0,48,0.2987,0.0779,0.6234,0.4766,0.0894,0.434,4,77,0,17,12287,0
2018-05-18,26,26,0,18,13,22,19,18,1,0,61,0.225,0.0125,0.7625,0.4171,0.0107,0.5722,3,80,0,17,12383,0
2018-05-19,26,26,0,11,5,21,18,0,0,0,54,0,0,1,0.0367,0.0183,0.945,2,54,0,17,12441,0
2018-05-20,26,26,0,8,4,21,18,0,0,0,6,0,0,1,0.1739,0.0435,0.7826,3,6,0,17,12451,0
2018-05-21,26,26,0,18,14,21,18,8,1,0,83,0.087,0.0109,0.9022,0.2639,0.0558,0.6803,29,92,0,17,12611,0
2018-05-22,26,26,0,19,12,20,18,25,0,0,128,0.1634,0,0.8366,0.4433,0.0077,0.549,14,153,0,17,12797,0
2018-05-23,26,26,0,17,12,20,18,14,0,0,29,0.3256,0,0.6744,0.5425,0,0.4575,20,43,0,17,12870,0
2018-05-24,28,28,0,20,10,22,18,11,0,0,35,0.2391,0,0.7609,0.5867,0,0.4133,4,46,0,18,12932,0
2018-05-25,28,28,0,15,12,22,17,8,0,0,30,0.2105,0,0.7895,0.4206,0.0093,0.5701,5,38,0,18,12979,0
2018-05-26,28,28,0,4,0,22,17,0,0,0,0,0,0,0,0.3333,0,0.6667,0,0,0,18,12979,0
2018-05-27,28,28,0,3,2,22,17,0,0,0,14,0,0,1,0.0385,0,0.9615,0,14,0,18,12993,0
2018-05-28,28,28,0,20,12,22,15,11,0,0,38,0.2245,0,0.7755,0.4748,0,0.5252,9,49,0,18,13065,0
2018-05-29,28,28,0,21,14,22,15,17,0,0,96,0.1504,0,0.8496,0.3557,0,0.6443,11,113,0,18,13199,0
2018-05-30,28,28,0,18,11,23,16,10,0,0,43,0.1887,0,0.8113,0.3873,0,0.6127,7,53,0,18,13275,0
2018-05-31,29,29,0,20,8,24,16,9,3,0,4,0.5625,0.1875,0.25,0.6327,0.102,0.2653,8,16,0,18,13304,0
2018-06-01,29,29,0,15,11,24,17,7,2,0,59,0.1029,0.0294,0.8676,0.2138,0.0755,0.7107,12,68,0,18,13386,0
2018-06-02,30,30,0,15,9,24,18,5,3,0,18,0.1923,0.1154,0.6923,0.25,0.2143,0.5357,8,26,0,18,13423,0
2018-06-03,30,30,0,19,11,25,18,16,1,0,21,0.4211,0.0263,0.5526,0.5341,0.0227,0.4432,1,38,0,18,13462,0
2018-06-04,30,30,0,19,12,24,18,15,0,0,21,0.4167,0,0.5833,0.6549,0,0.3451,9,36,0,18,13509,0
2018-06-05,30,30,0,19,13,23,18,30,0,0,43,0.411,0,0.589,0.6938,0,0.3062,12,73,0,18,13597,0
2018-06-06,30,30,0,20,14,22,18,18,0,0,30,0.375,0,0.625,0.6154,0,0.3846,4,48,0,18,13649,0
2018-06-07,30,30,0,16,13,22,18,25,0,0,55,0.3125,0,0.6875,0.3907,0.014,0.5953,29,80,0,18,13763,0
2018-06-08,30,30,0,20,12,21,18,6,0,0,22,0.2143,0,0.7857,0.6579,0,0.3421,25,28,0,18,13823,0
2018-06-09,30,30,0,9,6,21,18,0,0,0,33,0,0,1,0.0179,0,0.9821,1,33,0,18,13857,0
2018-06-10,30,30,0,13,7,21,18,6,0,0,33,0.1538,0,0.8462,0.2333,0,0.7667,2,39,0,18,13897,0
2018-06-11,30,30,0,20,13,22,18,16,4,0,108,0.125,0.0313,0.8438,0.3147,0.0991,0.5862,9,128,0,18,14045,0
2018-06-12,30,30,0,20,12,22,18,5,0,0,39,0.1136,0,0.8864,0.4661,0.0169,0.5169,4,44,0,18,14098,0
2018-06-13,30,30,0,20,15,22,17,0,0,0,84,0,0,1,0.2529,0.0057,0.7414,12,84,0,18,14201,0
2018-06-14,30,30,0,17,14,22,17,13,0,0,50,0.2063,0,0.7937,0.2794,0,0.7206,12,63,0,18,14282,0
2018-06-15,30,30,0,21,13,23,18,11,0,0,83,0.117,0,0.883,0.3541,0.0048,0.6411,13,94,0,18,14396,0
2018-06-16,30,30,0,20,9,23,19,13,0,0,50,0.2063,0,0.7937,0.4656,0,0.5344,0,63,0,18,14463,0
2018-06-17,30,30,0,17,10,23,19,16,0,0,35,0.3137,0,0.6863,0.5126,0.0084,0.479,2,51,0,18,14518,0
2018-06-18,30,30,0,21,13,23,19,15,0,0,71,0.1744,0,0.8256,0.516,0,0.484,10,86,0,18,14621,0
2018-06-19,30,30,0,22,14,24,20,25,0,0,28,0.4717,0,0.5283,0.7206,0,0.2794,11,53,0,19,3836,0
2018-06-20,30,30,0,24,18,25,22,18,0,0,78,0.1875,0,0.8125,0.4902,0,0.5098,3,96,0,19,14791,0
2018-06-21,30,30,0,22,18,25,23,25,0,0,59,0.2976,0,0.7024,0.5411,0.026,0.4329,28,84,0,19,14912,0
2018-06-22,30,30,0,22,17,25,23,19,1,0,80,0.19,0.01,0.8,0.5496,0.0496,0.4008,8,100,0,19,15025,0
2018-06-23,30,30,0,18,8,25,23,5,0,0,22,0.1852,0,0.8148,0.5541,0,0.4459,5,27,0,19,15057,0
2018-06-24,30,30,0,14,6,25,23,1,0,0,5,0.1667,0,0.8333,0.5,0.0357,0.4643,2,6,0,19,15065,0
2018-06-25,30,30,0,22,15,25,23,31,0,0,101,0.2348,0,0.7652,0.5455,0,0.4545,16,132,0,19,15222,0
2018-06-26,30,30,0,23,19,24,22,47,0,0,71,0.3983,0,0.6017,0.6648,0,0.3352,17,118,0,19,15374,0
2018-06-27,30,30,0,23,15,23,22,15,0,0,48,0.2381,0,0.7619,0.5686,0,0.4314,8,63,0,19,15460,0
2018-06-28,30,30,0,22,17,23,22,38,0,0,62,0.38,0,0.62,0.5765,0.0036,0.4199,17,100,0,19,15583,0
2018-06-29,30,30,0,22,17,23,22,32,0,0,165,0.1624,0,0.8376,0.4235,0.0029,0.5735,18,197,0,19,15805,0
2018-06-30,30,30,0,18,15,23,21,27,0,0,105,0.2045,0,0.7955,0.4573,0,0.5427,13,132,0,19,15961,0
2018-07-01,30,30,0,15,11,23,21,27,0,0,44,0.3803,0,0.6197,0.3594,0,0.6406,2,71,0,19,16043,0
2018-07-02,30,30,0,20,16,23,21,53,0,0,140,0.2746,0,0.7254,0.5755,0,0.4245,9,193,0,19,16249,0
2018-07-03,30,30,0,21,13,23,20,33,0,0,113,0.226,0,0.774,0.4449,0,0.5551,15,146,0,19,16422,0
2018-07-04,30,30,0,20,17,22,21,39,0,0,127,0.2349,0,0.7651,0.5447,0,0.4553,14,166,0,19,16606,0
2018-07-05,30,30,0,19,14,22,21,18,0,0,147,0.1091,0,0.8909,0.3506,0,0.6494,15,165,0,19,16797,0
2018-07-06,30,30,0,20,15,22,20,47,0,0,161,0.226,0,0.774,0.4642,0,0.5358,12,208,0,19,17027,0
2018-07-07,30,30,0,20,15,22,19,86,0,0,101,0.4599,0,0.5401,0.5312,0,0.4688,7,187,0,19,17232,0
2018-07-08,30,30,0,19,15,22,19,94,0,0,87,0.5193,0,0.4807,0.6147,0,0.3853,9,181,0,19,17443,0
2018-07-09,30,30,0,20,15,22,19,72,0,0,325,0.1814,0,0.8186,0.4107,0,0.5893,5,397,0,19,17864,0
2018-07-10,30,30,0,19,15,21,19,42,0,0,52,0.4468,0,0.5532,0.6914,0,0.3086,7,94,0,20,17966,0
2018-07-11,30,30,0,19,13,21,19,11,0,0,36,0.234,0,0.766,0.6531,0,0.3469,4,47,0,20,18022,0
2018-07-12,30,30,0,21,16,22,21,20,0,0,84,0.1923,0,0.8077,0.3721,0,0.6279,5,104,0,20,18130,0
2018-07-13,30,30,0,20,12,22,21,10,0,0,46,0.1786,0,0.8214,0.4474,0,0.5526,16,56,0,20,18205,0
2018-07-14,30,30,0,4,2,22,21,0,0,0,10,0,0,1,0.2308,0,0.7692,0,10,0,20,18215,0
2018-07-15,30,30,0,3,0,22,20,0,0,0,0,0,0,0,0.2857,0,0.7143,0,0,0,20,18215,0
2018-07-16,30,30,0,7,4,21,20,0,0,0,5,0,0,1,0.3077,0,0.6923,1,5,0,20,18224,0
2018-07-17,30,30,0,19,9,22,20,6,0,0,8,0.4286,0,0.5714,0.6563,0,0.3438,2,14,0,20,18242,0
2018-07-18,30,30,0,19,13,22,20,4,0,0,29,0.1212,0,0.8788,0.5741,0,0.4259,4,33,0,20,18281,0
2018-07-19,30,30,0,18,8,22,15,1,0,0,8,0.1111,0,0.8889,0.6962,0,0.3038,8,9,0,20,18300,0
2018-07-20,30,30,0,20,11,23,14,3,0,0,67,0.0429,0,0.9571,0.3772,0,0.6228,24,70,0,20,18395,0
2018-07-21,30,30,0,18,12,23,16,37,0,0,81,0.3136,0,0.6864,0.5927,0,0.4073,4,118,0,20,18517,0
2018-07-22,30,30,0,18,8,23,16,2,0,0,22,0.0833,0,0.9167,0.4706,0,0.5294,2,24,0,20,18543,0
2018-07-23,30,30,0,22,12,23,16,13,0,0,85,0.1327,0,0.8673,0.4635,0,0.5365,17,98,0,20,18662,0
2018-07-24,30,30,0,22,12,23,17,6,0,0,29,0.1714,0,0.8286,0.4891,0,0.5109,1,35,0,20,18697,0
2018-07-25,30,30,0,20,12,23,17,2,0,0,21,0.087,0,0.913,0.4203,0,0.5797,4,23,0,20,18724,0
2018-07-26,30,30,0,21,10,23,17,12,0,0,78,0.1333,0,0.8667,0.3598,0,0.6402,0,90,0,20,18815,0
2018-07-27,30,30,0,19,9,22,18,5,0,0,59,0.0781,0,0.9219,0.36,0,0.64,0,64,0,20,18878,0
2018-07-28,30,30,0,8,2,22,18,0,0,0,17,0,0,1,0.3913,0,0.6087,0,17,0,20,18895,0
2018-07-29,30,30,0,21,10,22,18,23,0,0,33,0.4107,0,0.5893,0.6694,0,0.3306,1,56,0,20,18953,0
2018-07-30,30,30,0,14,8,22,18,0,0,0,55,0,0,1,0.1284,0,0.8716,25,55,0,20,19034,0
2018-07-31,30,30,0,11,10,21,17,2,0,0,18,0.1,0,0.9,0.1364,0,0.8636,12,20,0,20,19065,0
